date,Daily Total
2017-12-13,3492
2017-12-14,3810
2017-12-15,4164
2017-12-16,4022
2017-12-17,3378
2017-12-18,3235
2017-12-19,3844
2017-12-20,3754
2017-12-21,3717
2017-12-22,4053
2017-12-23,4072
2017-12-24,1963
2017-12-25,2843
2017-12-26,2630
2017-12-27,2776
2017-12-28,2363
2017-12-29,2140
2017-12-30,2683
2017-12-31,3108
2018-01-01,3229
2018-01-02,2593
2018-01-03,2379
2018-01-04,2659
2018-01-05,2924
2018-01-06,3395
2018-01-07,2519
2018-01-08,3188
2018-01-09,3134
2018-01-10,2700
2018-01-11,2664
2018-01-12,2992
2018-01-13,3475
2018-01-14,3022
2018-01-15,1831
2018-01-16,2602
2018-01-17,2991
2018-01-18,3249
2018-01-19,3717
2018-01-20,3256
2018-01-21,2911
2018-01-22,2911
2018-01-23,2699
2018-01-24,2885
2018-01-25,3550
2018-01-26,3693
2018-01-27,3406
2018-01-28,3071
2018-01-29,2910
2018-01-30,3549
2018-01-31,3428
2018-02-01,3518
2018-02-02,3112
2018-02-03,3300
2018-02-04,1800
2018-02-05,2297
2018-02-06,2732
2018-02-07,2830
2018-02-08,3013
2018-02-09,934
2018-02-10,2109
2018-02-11,1893
2018-02-12,2759
2018-02-13,2909
2018-02-14,3368
2018-02-15,2911
2018-02-16,3773
2018-02-17,3118
2018-02-18,3375
2018-02-19,2093
2018-02-20,2461
2018-02-21,3169
2018-02-22,3662
2018-02-23,3694
2018-02-24,3585
2018-02-25,3804
2018-02-26,4077
2018-02-27,3848
2018-02-28,3741
2018-03-01,3199
2018-03-02,4326
2018-03-03,4091
2018-03-04,3805
2018-03-05,3424
2018-03-06,3285
2018-03-07,4023
2018-03-08,4204
2018-03-09,4786
2018-03-10,4202
2018-03-11,4131
2018-03-12,3793
2018-03-13,3584
2018-03-14,4436
2018-03-15,4379
2018-03-16,4734
2018-03-17,4425
2018-03-18,4255
2018-03-19,4152
2018-03-20,4124
2018-03-21,4404
2018-03-22,4622
2018-03-23,4766
2018-03-24,4020
2018-03-25,4312
2018-03-26,3286
2018-03-27,3090
2018-03-28,3376
2018-03-29,3338
2018-03-30,3792
2018-03-31,4063
2018-04-01,4482
2018-04-02,4390
2018-04-03,2975
2018-04-04,4198
2018-04-05,4168
2018-04-06,4715
2018-04-07,4829
2018-04-08,4371
2018-04-09,3648
2018-04-10,4180
2018-04-11,4366
2018-04-12,4566
2018-04-13,3264
2018-04-14,3322
2018-04-15,3115
2018-04-16,3778
2018-04-17,4202
2018-04-18,3302
2018-04-19,3861
2018-04-20,4698
2018-04-21,3767
2018-04-22,4016
2018-04-23,4070
2018-04-24,4409
2018-04-25,4173
2018-04-26,4200
2018-04-27,4518
2018-04-28,1
